iter	MultiRMSE
134	0.3093278639
135	0.3082722058
136	0.3079238423
137	0.3064524916
138	0.3061221399
139	0.3037252935
140	0.3034341002
141	0.3020297502
142	0.3010971738
143	0.2997318475
144	0.2987468468
145	0.2980886851
146	0.296376197
147	0.2960305842
148	0.2950539668
149	0.2941079871
150	0.2935389407
151	0.2927201803
152	0.2924344837
153	0.2914819682
154	0.2912370698
155	0.2897430927
156	0.2894811377
157	0.288329954
158	0.2876248893
159	0.2870339798
160	0.2856666637
161	0.2848141976
162	0.2839232227
163	0.2837210182
164	0.2822442902
165	0.2811628455
166	0.279828203
167	0.2796211104
168	0.2784354899
169	0.2777710549
170	0.2765513592
171	0.2759331064
172	0.275727896
173	0.2745455881
174	0.2733081646
175	0.272589366
176	0.2715895016
177	0.2706210815
178	0.2696072187
179	0.269441722
180	0.26874114
181	0.2681155143
182	0.2675523988
183	0.2673772108
184	0.2664072487
185	0.2657811565
186	0.2650587927
187	0.2641803473
188	0.2633149101
189	0.2631357894
190	0.2622118372
191	0.2616065578
192	0.2608805723
193	0.2599049719
194	0.259515321
195	0.2593777674
196	0.259014475
197	0.2581805704
198	0.2571137106
199	0.2562013663
200	0.2552510829
201	0.2550493345
202	0.2548989358
203	0.2540685368
204	0.2535612487
205	0.2528705911
206	0.2520494784
207	0.2519308181
208	0.2513194779
209	0.2504848229
210	0.2503784961
211	0.2495278674
212	0.2489139409
213	0.2485532673
214	0.2477508089
215	0.2469193995
216	0.246312805
217	0.2452447888
218	0.2444942899
219	0.2441384396
220	0.2440286436
221	0.2433266121
222	0.242848687
223	0.2421291266
224	0.2418052991
225	0.2411169907
226	0.2403480471
227	0.2397474614
228	0.23932631
229	0.2386892866
230	0.2382220933
231	0.2373410939
232	0.2367444612
233	0.2361016957
234	0.2355272497
235	0.2349197522
236	0.2341358209
237	0.233719058
238	0.2334837804
239	0.2333927814
240	0.232797805
241	0.2327204533
242	0.2323568352
243	0.2317439129
244	0.2313497063
245	0.2309537994
246	0.2301111486
247	0.229542108
248	0.2289415545
249	0.2285048855
250	0.2281566849
251	0.2280802694
252	0.2277026157
253	0.2273882435
254	0.2270313639
255	0.2265595713
256	0.2259992374
257	0.2256221924
258	0.224886163
259	0.2246047466
260	0.2239576958
261	0.2238410547
262	0.2237094365
263	0.223382588
264	0.2226371779
265	0.222236764
266	0.2217901684
267	0.2211568854
268	0.2204727603
269	0.2200008858
270	0.2196977403
271	0.2193521744
272	0.2190883247
273	0.2186370934
274	0.2183586741
275	0.2182291842
276	0.2178539249
277	0.2174667752
278	0.2167460454
279	0.2164716659
280	0.2163668106
281	0.2158626016
282	0.2153225632
283	0.2149855457
284	0.2149196528
285	0.2146793517
286	0.2146174132
287	0.214097675
288	0.2138415121
289	0.2134925046
290	0.2131607529
291	0.2128903046
292	0.2126505946
293	0.2125978384
294	0.2124376812
295	0.2123831539
296	0.2119101058
297	0.2116647998
298	0.2113257757
299	0.2109665175
300	0.2106716187
301	0.210448464
302	0.2100779696
303	0.2098612536
304	0.2098148331
305	0.209768831
306	0.2095695461
307	0.2091171637
308	0.2089101624
309	0.2082544793
310	0.2079498287
311	0.2078130762
312	0.2073292462
313	0.2072512574
314	0.2068974528
315	0.2065240995
316	0.2064815384
317	0.2061112434
318	0.2058983765
319	0.205643265
320	0.20543495
321	0.2051253276
322	0.2050887203
323	0.2047232938
324	0.204086985
325	0.2037941227
326	0.203554256
327	0.2031876271
328	0.2029926944
329	0.2028093044
330	0.2027595393
331	0.2025943482
332	0.2021267651
333	0.2019612066
334	0.2016945379
335	0.2014694241
336	0.2012590003
337	0.2009622281
338	0.2007945769
339	0.2003004216
340	0.199913257
341	0.1998451072
342	0.199483323
343	0.1992459517
344	0.1990530558
345	0.1990207606
346	0.1987575441
347	0.1983647076
348	0.1981382526
349	0.1979282432
350	0.1978869708
351	0.1973077175
352	0.1971873603
353	0.1970029003
354	0.1968185905
355	0.1967376492
356	0.1964460791
357	0.1962678229
358	0.1960453482
359	0.1954146131
360	0.195383819
361	0.1952215225
362	0.1949077789
363	0.1948713534
364	0.1943170146
365	0.1941848876
366	0.1935709809
367	0.1935356415
368	0.1930883706
369	0.1928435247
370	0.1925069786
371	0.1919645266
372	0.1916269604
373	0.1915619208
374	0.1913227923
375	0.1912238373
376	0.1909764366
377	0.1907120951
378	0.1906887139
379	0.1905275061
380	0.1901793866
381	0.1899505257
382	0.189602471
383	0.1891484556
384	0.1887820281
385	0.1885582904
386	0.1884539291
387	0.1882734232
388	0.187849636
389	0.1877862084
390	0.1875760406
391	0.1874453773
392	0.1871149443
393	0.1869237194
394	0.1867294004
395	0.1864897612
396	0.1863090727
397	0.186216312
398	0.1861964678
399	0.1860614092
400	0.1858382773
401	0.1856349243
402	0.185615962
403	0.1854428822
404	0.1852772554
405	0.1850247248
406	0.1846819279
407	0.184416612
408	0.1843967496
409	0.184283424
410	0.1839556547
411	0.1839369415
412	0.1837136606
413	0.1834671329
414	0.1831966443
415	0.1829075727
416	0.1828252899
417	0.1826594741
418	0.1823159323
419	0.1821586825
420	0.1819642931
421	0.1818474039
422	0.1818204916
423	0.1815072605
424	0.181391942
425	0.1812289269
426	0.1811113099
427	0.1809972846
428	0.1809705137
429	0.1808238793
430	0.1806633447
431	0.1803637473
432	0.1801897487
433	0.1800435388
434	0.1798527098
435	0.1796146671
436	0.1794099476
437	0.179335538
438	0.1792083995
439	0.1789423329
440	0.1787965751
441	0.1787753058
442	0.1787593083
443	0.1785850851
444	0.1784940865
445	0.1783004852
446	0.1782854438
447	0.1781330966
448	0.1779688514
449	0.1776821413
450	0.1774163808
451	0.1771789869
452	0.1770745786
453	0.1768315098
454	0.1767193609
455	0.1765634214
456	0.1764331699
457	0.1763007053
458	0.1761095625
459	0.1759316967
460	0.1758389437
461	0.1757151149
462	0.1755597344
463	0.17531977
464	0.1751916937
465	0.1750132514
466	0.1747856227
467	0.174673938
468	0.1745600357
469	0.1743448849
470	0.1743246151
471	0.1741689883
472	0.1740686537
473	0.173954426
474	0.1738124477
475	0.1737198274
476	0.1734801522
477	0.1733653107
478	0.1731703427
479	0.173064621
480	0.173050918
481	0.1729090084
482	0.1728067275
483	0.1726158759
484	0.1726036928
485	0.1724055816
486	0.1723122542
487	0.172164311
488	0.1719777343
489	0.1717432247
490	0.1714965175
491	0.171435449
492	0.1713178817
493	0.1713050701
494	0.1711131221
495	0.1711017515
496	0.1708886487
497	0.1707526559
498	0.1706969179
499	0.170533127
500	0.1704940813
501	0.1703893471
502	0.1702885273
503	0.1701777849
504	0.1700878193
505	0.1699938308
506	0.1699168413
507	0.1698031794
508	0.1696649593
509	0.1695716115
510	0.1695608267
511	0.1695011152
512	0.1694045628
513	0.1693106818
514	0.1692338905
515	0.1691782398
516	0.169126187
517	0.1689810335
518	0.1689284759
519	0.1688366639
520	0.1687567786
521	0.1687472326
522	0.168648485
523	0.1684696285
524	0.1684556403
525	0.168347782
526	0.1682558703
527	0.1681166579
528	0.1678671483
529	0.1678576613
530	0.167633148
531	0.167560395
532	0.167450947
533	0.1672433179
534	0.1671698632
535	0.1670343884
536	0.1669790109
537	0.166871956
538	0.1668068712
539	0.1666579989
540	0.1665391138
541	0.1663621658
542	0.1662495428
543	0.1661735872
544	0.1661469919
545	0.1659832485
546	0.1659305025
547	0.1658341983
548	0.1657289582
549	0.1656260727
550	0.1655439295
551	0.1654527381
552	0.1653763958
553	0.1653261277
554	0.165272026
555	0.1651557798
556	0.165025313
557	0.1649191927
558	0.1648426388
559	0.1648331363
560	0.164742455
561	0.1646440323
562	0.1645977679
563	0.1645484053
564	0.1644738491
565	0.1643788996
566	0.1643074835
567	0.1642373594
568	0.1641290008
569	0.1640655976
570	0.1640515686
571	0.1639620286
572	0.1638425888
573	0.1637550279
574	0.1636945981
575	0.1635226335
576	0.1635149032
577	0.1634103912
578	0.1633301338
579	0.1632555428
580	0.16318931
581	0.1631208719
582	0.1630771757
583	0.1629965151
584	0.1629585277
585	0.1628103126
586	0.1627580059
587	0.1626803309
588	0.1626730789
589	0.1626194239
590	0.1625600547
591	0.1624162636
592	0.1621863071
593	0.1620971913
594	0.1620449263
595	0.1619740958
596	0.1618877934
597	0.1617483672
598	0.1616756827
599	0.1616353468
600	0.1615811274
601	0.1614567398
602	0.1614199943
603	0.1613852234
604	0.1612563412
605	0.1611612761
606	0.1610640348
607	0.1609832136
608	0.1609430203
609	0.1607906225
610	0.1607280693
611	0.1606662331
612	0.1606069874
613	0.1605338653
614	0.1604696351
615	0.1604544423
616	0.1603210415
617	0.1602982118
618	0.160217493
619	0.1600952912
620	0.1598940085
621	0.1597810128
622	0.1596564036
623	0.1596242525
624	0.1595611018
625	0.1595181793
626	0.1594589596
627	0.1593445055
628	0.1592649285
629	0.1591876237
630	0.1591401854
631	0.1590967429
632	0.15905336
633	0.1590070217
634	0.158976945
635	0.158886347
636	0.158881115
637	0.1587753992
638	0.158740139
639	0.1587058422
640	0.1586935589
641	0.1585651476
642	0.158541666
643	0.1584944556
644	0.1584468321
645	0.1584415505
646	0.1583441444
647	0.1583068389
648	0.1582670357
649	0.1582623525
650	0.1581224177
651	0.158033295
652	0.1579876862
653	0.1579210613
654	0.157911065
655	0.1578537026
656	0.157802459
657	0.1577147495
658	0.1576759776
659	0.1575847832
660	0.1575754898
661	0.1575116231
662	0.1574464268
663	0.1573578033
664	0.1573088366
665	0.1573042959
666	0.1572197633
667	0.1571370953
668	0.1570161876
669	0.1568483563
670	0.1568074595
671	0.1567560866
672	0.1567204654
673	0.1566635274
674	0.1565621856
675	0.1565371126
676	0.1564703152
677	0.1563982215
678	0.1563265907
679	0.156283044
680	0.1562218489
681	0.1562032827
682	0.1561533778
683	0.1560660451
684	0.1559968984
685	0.1559621375
